Inspirational,Inspiration,"If at first you don't succeed, dust yourself off and try again. ",Aaliyah,American Musician; (1/16/1979 - 8/25/2001); ,"First, Succeed"
Inspirational,,Violence is the first refuge of the violent.,Aaron Allston,American Novelist;,"First, Violence"
Inspirational,Inspiration,"Inspiration may be a form of superconsciousness, or perhaps of subconsciousness - I wouldn't know. But I am sure it is the antithesis of self- consciousness.",Aaron Copland,American Composer; (11/14/1900 - ); US composer  (1900 - 1990),"Consciousness, Inspiration, May, Self"
Inspirational,,A film has its own life and takes its own time.,Aaron Eckhart,American Actor; (3/12/1968 - ); ,"Film, Life, Time"
Inspirational,Friends,The imaginary friends I had as a kid dropped me because their friends thought I didn't exist.,Aaron Machado,,"Friends, Thought"
Inspirational,,His ignorance is encyclopedic.,Abba Eban,Israeli (S. African-born) diplomat & politician  (1915 - 2002),Ignorance
Inspirational,Choice,"The more alternatives, the more difficult the choice.",Abbe' D'Allanival,,Choice
Inspirational,Victory,"I have now reigned about 50 years in victory or peace, beloved by my subjects, dreaded by my enemies, and respected by my allies. Riches and honors, power and pleasure, have waited on my call, nor does any earthly blessing appear to have been wanting to my felicity. In this situation, I have diligently numbered the days of pure and genuine happiness which have fallen to my lot. They amount to fourteen.",Abd Er-Rahman III,,"Enemies, Happiness, Now, Peace, Pleasure, Power, Victory, Years"
Inspirational,Spirituality,"Divine Justice demands that the rights of both sexes should be equally respected since neither is superior to the other in the eyes of Heaven. Dignity before God depends, not on sex, but on purity and luminosity of heart. Human virtues belong equally to all!- Abdu’l",Abdul Baha,,"Dignity, Eyes, God, Heart, Heaven, Justice, Purity, Rights, Sex, Sexes"
Inspirational,,Great necessities call forth great leaders.,Abigail Adams,US wife of John Adams 1764  (1744 - 1818),Leaders
Inspirational,Experience,"If we could sell our experiences for what they cost us, we'd all be millionaires.",Abigail Van Buren,US advice columnist  (1918 -  ),
Inspirational,Goals,Have less. Do less. Be more.,Aboodi Shaby,,
Inspirational,Love,"A mighty pain to love it is, and 'tis a pain that pain to miss but of all the pains, the greatest pain is to love, but love in vain.",Abraham Crowley,,"Love, Pain"
Inspirational,Happiness,"If you deliberately plan on being less than you are capable of being, then I warn you that you'll be unhappy for the rest of your life.",Abraham H. Maslow,,"Being, Life, Rest"
Inspirational,Drive,Every really new idea looks crazy at first.,Abraham H. Maslow,,"First, Idea"
Inspirational,Passion,"A religious man is a person who holds God and man in one thought at one time, at all times, who suffers harm done to others, whose greatest passion is compassion, whose greatest strength is love and defiance of despair.",Abraham Joshua Heschel,,"Compassion, Defiance, Despair, God, Harm, Love, Man, Religious, Strength, Thought, Time"
Inspirational,Humanity,No matter how great your triumphs or how tragic your defeats remember that approximately one billion Chinese people couldn't care less.,Abraham Lazlo,,"Care, People"
Inspirational,Goals,We must ask where we are and whither we are tending.,Abraham Lincoln,16th president of US  (1809 - 1865),
Inspirational,Inspiration,"Whatever you are, be a good one. ",Abraham Lincoln,16th president of US  (1809 - 1865),
Inspirational,Passion,"You can fool some of the people some of the time and all of the people some of the time, but you can't fool all of the people all of the time.",Abraham Lincoln,16th president of US  (1809 - 1865),"Fool, People, Time"
Inspirational,Honesty and Truth,"We must not promise what we ought not, lest we be called on to perform what we cannot",Abraham Lincoln,16th president of US  (1809 - 1865),Promise
Inspirational,Happiness,"We meet this evening, not in sorrow, but in gladness of heart.",Abraham Lincoln,16th president of US  (1809 - 1865),"Evening, Heart, Sorrow"
Inspirational,Purpose,Your own resolution to success is more important than any other one thing.,Abraham Lincoln,16th president of US  (1809 - 1865),"Resolution, Success"
Inspirational,Doubt,"Tis better to be silent and be thought a fool, than to speak and remove all doubt.",Abraham Lincoln,16th president of US  (1809 - 1865),"Doubt, Fool, Thought"
Inspirational,Responsibility,You cannot escape the responsibility of tomorrow by evading it today.,Abraham Lincoln,16th president of US  (1809 - 1865),"Responsibility, Today, Tomorrow"
Inspirational,Winning,"I am not bound to win, but I am bound to be true. I am not bound to succeed, but I am bound to live by the light that I have. I must stand with anybody that stands right, and stand with him while he is right, and part with him when he goes wrong.",Abraham Lincoln ,16th president of US  (1809 - 1865),"Light, Right, Succeed, Wrong"
Inspirational,Morals,"I believe it is an established maxim in morals that he who makes an assertion without knowing whether it is true or false is guilty of falsehood, and the accidental truth of the assertion does not justify or excuse him.",Abraham Lincoln,16th president of US  (1809 - 1865),"Falsehood, Maxim, Morals, Truth"
Inspirational,Character,"Die when I may, I want it said by those who knew me best that I always plucked a thistle and planted a flower where I thought a flower would grow.",Abraham Lincoln ,16th president of US  (1809 - 1865),"May, Thought, Want"
Inspirational,Achievement,"Familiarize yourself with the chains of bondage and you prepare your own limbs to wear them. Accustomed to trample on the rights of others, you have lost the genius of your own independence and become the fit subjects of the first cunning tyrant who rises among you. ",Abraham Lincoln,16th president of US  (1809 - 1865),"Cunning, First, Genius, Independence, Rights"
Inspirational,Enemies,Am I not destroying my enemies when I make friends of them,Abraham Lincoln,16th president of US  (1809 - 1865),"Enemies, Friends"
Inspirational,Perseverance,"Having chosen our course, without guile and with pure purpose, let us renew our trust in God, and go forward without fear and with manly hearts.",Abraham Lincoln ,16th president of US  (1809 - 1865),"Fear, God, Purpose, Trust"
Inspirational,,Always bear in mind that your own resolution to succeed is more important than any one thing.,Abraham Lincoln,16th president of US  (1809 - 1865),"Mind, Resolution, Succeed"
Inspirational,Chance,"If there is anything that a man can do well, I say let him do it. Give him a chance.",Abraham Lincoln,16th president of US  (1809 - 1865),"Chance, Man"
Inspirational,Democracy,"As I would not be a slave, so I would not be a master. This expresses my idea of democracy.",Abraham Lincoln,16th president of US  (1809 - 1865),"Democracy, Idea"
Inspirational,Greatness,"I want it said of me by those who knew me best, that I always plucked a thistle and planted a flower where I thought a flower would grow.",Abraham Lincoln ,16th president of US  (1809 - 1865),"Thought, Want"
Inspirational,Attitude,Character is like a tree and reputation like its shadow. The shadow is what we think of it; the tree is the real thing.,Abraham Lincoln,16th president of US  (1809 - 1865),"Character, Reputation, Shadow"
Inspirational,Drive,"Always bear in mind, that your own resolution to succeed is more important than any other thing.",Abraham Lincoln,16th president of US  (1809 - 1865),"Mind, Resolution, Succeed"
Inspirational,Problems,"Find out what whiskey he drinks and send all of my generals a case, if it will get the same results. - in reply to comments about General Grant's drinking problems",Abraham Lincoln,16th president of US  (1809 - 1865),"Drinking, Drinks, Problems, Results, Will"
Inspirational,Attitude,"If I care to listen to every criticism, let alone act on them, then this shop may as well be closed for all other businesses. I have learned to do my best, and if the end result is good then I do not care for any criticism, but if the end result is not good, then even the praise of ten angels would not make the difference.",Abraham Lincoln,16th president of US  (1809 - 1865),"Act, Angels, Care, Criticism, Difference, End, May, Praise, Result"
Inspirational,Hope,"All that I am, or hope to be, I owe to my angel mother.",Abraham Lincoln,16th president of US  (1809 - 1865),"Hope, Mother"
Inspirational,Spirituality,I am a success today because I had a friend who believed in me and I didn’t have the heart to let him down...,Abraham Lincoln,16th president of US  (1809 - 1865),"Friend, Heart, Success, Today"
Inspirational,Experience,It has been my experience that folks who have no vices have very few virtues.,Abraham Lincoln,16th president of US  (1809 - 1865),"Experience, Vices"
Inspirational,Adversity,"Nearly all men can stand adversity, but if you want to test a man's character, give him power.",Abraham Lincoln,16th president of US  (1809 - 1865),"Adversity, Character, Man, Men, Power, Want"
Inspirational,Victory,"Our cause, then, must be intrusted to, and conducted by, its own undoubted friends, those whose hands are free, whose hearts are in the work, who do care for the result. Two years ago the Republicans of the nation mustered over thirteen hundred thousand strong. We did this under the single impulse of resistance to a common danger, with every external circumstance against us. Of strange, discordant, and even, hostile elements, we gathered from the four winds, and formed and fought the battle through, under the constant hot fire of a disciplined, proud, and pampered enemy. Did we brave all then to falter now? Now when that same enemy is wavering, dissevered, and belligerent? The result is not doubtful. We shall not fail. If we stand firm, we shall not fail. Wise councils may accelerate or mistakes delay it, but, sooner or later, the victory is sure to come.",Abraham Lincoln ,16th president of US  (1809 - 1865),"Battle, Care, Cause, Circumstance, Danger, Delay, Enemy, Fire, Friends, May, Mistakes, Nation, Now, Republicans, Result, Victory, Work, Years"
Inspirational,Inspiration,Most of us are just as happy as we make up our minds to be. ,Abraham Lincoln,16th president of US  (1809 - 1865),
Inspirational,Spirituality,"Let us have faith that right makes might, and in that faith let us to the end dare to do our duty as we understand it.",Abraham Lincoln,16th president of US  (1809 - 1865),"Duty, End, Faith, Right"
Inspirational,Duty,"Lets have faith that right makes might and in that faith let us, to the end, dare to do our duty as we understand it.",Abraham Lincoln,16th president of US  (1809 - 1865),"Duty, End, Faith, Right"
Inspirational,Purpose,"That some achieve great success, is proof to all that others can achieve it as well.",Abraham Lincoln,16th president of US  (1809 - 1865),"Proof, Success"
Inspirational,Passion,Tact is the ability to describe others as they see themselves.,Abraham Lincoln,16th president of US  (1809 - 1865),"Ability, Tact"
Inspirational,Happiness,"My great concern is not whether you have failed, but whether you are content with your failure.",Abraham Lincoln,16th president of US  (1809 - 1865),"Concern, Content, Failure"
Inspirational,,"In this sad world of ours, sorrow comes to all... Perfect relief is not possible, except with time. You cannot now realize that you will ever feel better... And yet this is a mistake. You are sure to be happy again.",Abraham Lincoln,16th president of US  (1809 - 1865),"Mistake, Now, Sorrow, Time, Will, World"
Inspirational,Duty,"Lets have faith that right makes might; and in that faith let us, to the end, dare to do our duty as we understand it.",Abraham Lincoln,16th president of US  (1809 - 1865),"Duty, End, Faith, Right"
Inspirational,Happiness,Most people are about as happy as they make up their minds to be.,Abraham Lincoln,16th president of US  (1809 - 1865),People
Inspirational,Drive,He that is good with a hammer tends to think everything is a nail.,Abraham Maslow,American Psychologist; (4/1/1908 - ); ,
Inspirational,Inspiration,One can choose to go back toward safety or forward toward growth. Growth must be chosen again and again; fear must be overcome again and again. ,Abraham Maslow,American Psychologist; (4/1/1908 - ); ,"Fear, Growth, Safety"
Inspirational,Confidence,"Only the flexibly creative person can really manage the future, Only the one who can face novelty with confidence and without fear.",Abraham Maslow,American Psychologist; (4/1/1908 - ); ,"Confidence, Fear, Future, Novelty"
Inspirational,Zeal,Whatever it is you are feeling is a perfect reflection of what you are becoming.,Abraham/Esther Hicks,,"Feeling, Reflection"
Inspirational,Encouragement,Your real work is to decide what you want and then to focus upon it. For it is through focussing upon what you want that you will attract it. That is the process of creating.,Abraham/Esther Hicks,,"Focus, Want, Will, Work"
Inspirational,Advice,"A man should say to his soul every morning, God has given thee twenty-four treasures; take heed lest thou lose anyone of them, for thou wilt not be able to endure the regret that will follow such loss.",Abu Hamid Al-Ghazzali,,"God, Loss, Man, Regret, Soul, Will"
Inspirational,Love,"And, oh, how blessed is it thus to meet! To feel that vanished years have not estranged us, distance has not diminished love, that we are to each other even as we parted; to feel again the fond kiss, to hear once more the accents of a voice which to us h",Abu Hamid Al-Ghazzali,,"Kiss, Love, Voice, Years"
Inspirational,,Don't miss out on life just to stay alive.,Adam Burrell,,Life
Inspirational,Belief,"Unless man is committed to the belief that all mankind are his brothers, then he labors in vain and hypocritically in the vineyards of equality.",Adam Clayton Jr. Powell,,"Belief, Brothers, Equality, Man, Mankind"
Inspirational,Respect,A man's respect for law and order exists in precise relationship to the size of his paycheck.,Adam Clayton Jr. Powell,,"Law, Man, Order, Respect"
Inspirational,Action,I have thought too much to stoop to action.,Adam De L'Isle,,"Action, Thought"
Inspirational,Profession,"At a job interview, tell them you're willing to give 110 per cent unless the job is statistician.",Adam Gropman,,Job
Inspirational,Kindness,"Life is mostly froth and bubble, Two things stand like stone -- Kindness in another's trouble, Courage in your own.",Adam L. Gordon,,"Courage, Kindness, Life, Trouble"
Inspirational,Friends,"To your friends, you're like a trash bag they'll use you for a little bit, then they'll throw you out.",Adam R. Gwizdala,,Friends
Inspirational,,"Everything in life changes you in some way. Even the smallest things. If you do not accept these changes you do not accept yourself. For through these changes brings new and greater things to you, making you wiser, as time progresses. To avoid these changes is a loss. You only live your life once. Do not waste a minute of it avoiding things. Let them come to you, and learn from them. There is always tomorrow.",Adam R. Gwizdala,,"Life, Loss, Time, Tomorrow, Waste"
Inspirational,Friends,"Life goes through changes so fast, you think your life is great, than one of your best friends dies. Then you think you found someone you truly love, only to figure out, she doesn't love you back. You cry and cry and cry, but nothing changes. You realize, that you must accept things for what they are, and what they have made you become.Everything in life changes you in some way. Even the smallest things. If you do not accept these changes, you do not accept yourself. For through these changes brings new and greater things to you, making you wiser, as time progresses. To avoid these changes is a loss. You only live your life once. Do not waste a minute of it avoiding things. Let them come to you, and learn from them. There's always tomorrow.",Adam R. Gwizdala,,"Friends, Life, Loss, Love, Nothing, Time, Tomorrow, Waste"
Inspirational,,"All dogmas perish the thinking mind, especially ones you agree with.",Adam Richardson,,"Mind, Thinking"
Inspirational,Happiness,"What can be added to the happiness of a man who is in health, out of debt, and has a clear conscience?",Adam Smith,,"Conscience, Debt, Happiness, Health, Man"
Inspirational,Conversation,"People of the same trade seldom meet together, even for merriment and diversion, but the conversation ends in a conspiracy against the public, or in some contrivance to raise prices.",Adam Smith,,"Conversation, Merriment, People, Public, Trade"
Inspirational,,"The difference of natural talents in different men is, in reality, much less than we are aware of; and the very different genius which appears to distinguish men of different professions, when grown up to maturity, is not upon many occasions so much the cause as the effect of the division of labour. The difference between the most dissimilar characters, between a philosopher and a common street porter, for example, seems to arise not so much from nature as from habit, custom, and education. When they came into the world, and for the first six or eight years of their existence, they were perhaps very much alike, and neither their parents nor playfellows could perceive any remarkable difference...",Adam Smith,,"Cause, Custom, Difference, Education, Effect, Example, Existence, First, Genius, Habit, Maturity, Men, Nature, Parents, Reality, Remarkable, World, Years"
Inspirational,Kindness,"I expect to pass through this world but once. Any good thing, therefore, that I can do or any kindness I can show to any fellow human being let me do it now. Let me not defer nor neglect it, for I shall not pass this way again.",Addison Walker,,"Being, Kindness, Neglect, Now, World"
Inspirational,Patience,"Patience with others is Love, Patience with self is Hope, Patience with God is Faith.",Adel Bestavros,,"Faith, God, Hope, Love, Patience, Self"
Inspirational,Health,"As I see it, every day you do one of two things build health or produce disease in yourself.",Adelle Davis,,"Day, Disease, Health"
Inspirational,Confidence,"Public confidence in the integrity of the Government is indispensable to faith in democracy and when we lose faith in the system, we have lost faith in everything we fight and spend for.",Adlai E. Jr. Stevenson,,"Confidence, Democracy, Faith, Fight, Government, Integrity, Public"
Inspirational,Forgiveness,For my part I believe in the forgiveness of sin and the redemption of ignorance.,Adlai E. Stevenson,,"Forgiveness, Ignorance, Sin"
Inspirational,Generosity,"What do I believe As an American I believe in generosity, in liberty, in the rights of man. These are social and political faiths that are part of me, as they are, I suppose, part of all of us. Such beliefs are easy to express. But part of me too is my relation to all life, my religion. And this is not so easy to talk about. Religious experience is highly intimate and, for me, ready words are not at hand.",Adlai Ewing Stevenson,,"American, Beliefs, Experience, Generosity, Liberty, Life, Man, Religion, Religious, Rights, Talk, Words"
Inspirational,Progress,All progress has resulted from people who took unpopular positions.,Adlai Ewing Stevenson,,"People, Progress"
Inspirational,Democracy,"As citizens of this democracy, you are the rulers and the ruled, the law-givers and the law-abiding, the beginning and the end.",Adlai Ewing Stevenson,,"Beginning, Democracy, End, Law"
Inspirational,Knowledge,"Wherefore a man can know nothing by himself, save after a natural manner, which is only that which he attains by means of the senses. For this cause he must have the phantasms and the forms of objects present in themselves and in their likenesses; otherwi",Adlai Stevenson,,"Cause, Man, Nothing, Present, Senses"
Inspirational,Passion,"We must not be enemies. Though passion may have strained, it must not break our bonds of affection. The mystic chords of memory, stretching from every battlefield and patriot grave, to every living heart and hearth-stone, all over this broad land, will y",Adlai Stevenson,,"Affection, Enemies, Grave, Heart, Land, Living, May, Memory, Passion, Will"
Inspirational,Determination,We can chart our future clearly and wisely only when we know the path which has led to the present.,Adlai Stevenson,,"Future, Present"
Inspirational,Survival,Peace is the one condition of survival in this nuclear age.,Adlai Stevenson ,,"Age, Peace, Survival"
Inspirational,Strength,"Our strength lies, not alone in our proving grounds and our stockpiles, but in our ideals, our goals, and their universal appeal to all men who are struggling to breathe free.",Adlai Stevenson ,,"Goals, Ideals, Lies, Men, Strength"
Inspirational,Intensity,"The most damaging phrase in the language is, ""It’s always been done that way.""",Admiral Grace Hopper,,Language
Inspirational,Perseverance,Good ideas are not adopted automatically. They must be driven into practice with courageous patience.,Admiral Hyman Rickover ,,"Ideas, Patience, Practice"
Inspirational,Luck,"What luck for rulers, that men do not think.",Adolf Hitler,"German Nazi dictator, orator, & politician  (1889 - 1945)","Luck, Men"
Inspirational,Deception/Lying,Whoever undertakes to set himself up as judge in the field of truth and knowledge is shipwrecked by the laughter of the Gods.,Adolf Hitler,"German Nazi dictator, orator, & politician  (1889 - 1945)","Gods, Knowledge, Laughter, Truth"
Inspirational,Genius,The leader of genius must have the ability to make different opponents appear as if they belonged to one category.,Adolf Hitler,"German Nazi dictator, orator, & politician  (1889 - 1945)","Ability, Genius, Leader, Opponents"
Inspirational,,Brutality creates respect.,Adolph Hitler,,Respect
Inspirational,Ethics and Morality,Shelving hard decisions is the least ethical course.,Adrian Cadbury,,Decisions
Inspirational,,"Not only is life a bitch, it has puppies.",Adrienne E. Gusoff,"US teacher, humorist and greeting card writer",Life
Inspirational,Opportunity,Opportunity knocked. My doorman threw him out.,Adrienne Gisoff ,,Opportunity
Inspirational,Deception/Lying,Lying is done with words and also with silence.,Adrienne Rich,,"Lying, Silence, Words"
Inspirational,,Time as he grows old teaches many lessons.,Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"Old, Time"
Inspirational,Zeal,Time as he grows old teaches all things.,Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"Old, Time"
Inspirational,Grief,There is no pain so great as the memory of joy in present grief.,Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"Grief, Joy, Memory, Pain, Present"
Inspirational,,Words are the physicians of the mind diseased.,Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"Mind, Physicians, Words"
Inspirational,Fate & Destiny,Destiny waits alike for the free man as well as for him enslaved by another's might.,Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"Destiny, Man"
Inspirational,Friends,"For somehow this is tyranny's disease, to trust no friends.",Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"Disease, Friends, Trust, Tyranny"
Inspirational,Hope,Exiles feed on hope.,Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),Hope
Inspirational,Envy / Jealousy,Few men have the natural strength to honour a friend's success without envy.,Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"Envy, Friend, Men, Strength, Success"
Inspirational,Grief,Sweet is a grief well ended.,Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),Grief
Inspirational,"Future, The",The future you shall know when it has come before then forget it.,Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"Forget, Future"
Inspirational,,"In war, truth is the first casualty.",Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"First, Truth, War"
Inspirational,Leadership,The man whose authority is recent is always stern.,Aeschylus ,Greek tragic dramatist  (525 BC - 456 BC),"Authority, Man"
Inspirational,Learning,"Learning is ever in the freshness of its youth, even for the old.",Aeschylus,Greek tragic dramatist  (525 BC - 456 BC),"Learning, Old, Youth"
Inspirational,Enemies,We often give our enemies the means of our own destruction.,Aesop,Greek slave & fable author  (620 BC - 560 BC),"Destruction, Enemies"
Inspirational,,Union gives strength.,Aesop,Greek slave & fable author  (620 BC - 560 BC),Strength
Inspirational,Spirituality,A crust eaten in peace is better than a banquet partaken in anxiety.,Aesop,Greek slave & fable author  (620 BC - 560 BC),"Anxiety, Peace"
Inspirational,Evil,"Destroy the seed of evil, or it will grow up to your ruin.",Aesop,Greek slave & fable author  (620 BC - 560 BC),"Evil, Ruin, Will"
Inspirational,Gratitude,Gratitude is the sign of noble souls.,Aesop,Greek slave & fable author  (620 BC - 560 BC),Gratitude
Inspirational,Love,"No act of kindness, however small, is ever wasted.",Aesop,Greek slave & fable author  (620 BC - 560 BC),"Act, Kindness"
Inspirational,,Never trust the advice of a man in difficulties.,Aesop,Greek slave & fable author  (620 BC - 560 BC),"Advice, Difficulties, Man, Trust"
Inspirational,Character,It is not only fine feathers that make fine birds.,Aesop ,Greek slave & fable author  (620 BC - 560 BC),Birds
Inspirational,,The smaller the mind the greater the conceit.,Aesop,Greek slave & fable author  (620 BC - 560 BC),"Conceit, Mind"
Inspirational,Enemies,The shaft of the arrow had been feathered with one of the eagle's own plumes. We often give our enemies the means of our own destruction.,Aesop,Greek slave & fable author  (620 BC - 560 BC),"Destruction, Enemies"
Inspirational,,Persuasion is often more effectual than force.,Aesop,Greek slave & fable author  (620 BC - 560 BC),"Force, Persuasion"
Inspirational,Friends,Little friends may prove great friends.,Aesop,Greek slave & fable author  (620 BC - 560 BC),"Friends, May"
Inspirational,Character,"Where there is no shame, there is no honor.",African Proverb ,,"Honor, Shame"
Inspirational,Character,"A good reputation is something you must pay for, but you can never buy",African proverb,,Reputation
Inspirational,Decisions,"Indecision is like a stepchild: if he does not wash his hands, he is called dirty, if he does, he is wasting water.",African Proverb,,"Indecision, Water"
Inspirational,,"Your travel life has the aspect of a dream. It is something outside the normal, yet you are in it. It is peopled with characters you have never seen before and in all probability will never see again. It brings occasional homesickness, and loneliness, and pangs of longing... But you are like the Vikings who have gone into a world of adventure, and home is not home until you return.",Agatha Christie,English mystery author  (1890 - 1976),"Adventure, Dream, Home, Homesickness, Life, Loneliness, Longing, Travel, Will, World"
Inspirational,Advice,"Good advice is always certain to be ignored, but that's no reason not to give it.",Agatha Christie,English mystery author  (1890 - 1976),"Advice, Reason"
Inspirational,Encouragement,"I don't think necessity is the mother of invention. ‘Invention’, in my opinion, arises directly from idleness, possibly also from laziness. To save oneself trouble.",Agatha Christie,English mystery author  (1890 - 1976),"Idleness, Invention, Laziness, Mother, Necessity, Opinion, Trouble"
Inspirational,Character,Do not wait for the last judgement. It takes place every day.,Agatha Christie,English mystery author  (1890 - 1976),Day
Inspirational,Courage,"Courage is of no value unless accompanied by justice yet if all men became just, there would be no need for courage.",Agesilaus the Second,,"Courage, Justice, Men, Value"
Inspirational,Inspiration,No trumpets sound when the important decisions of our life are made. Destiny is made known silently.,Agnes De Mille,American Dancer; (9/18/1905 - ); US choreographer & dancer  (1909 - 1993),"Decisions, Destiny, Life, Sound"
Inspirational,Tolerance,Humor brings insight and tolerance. Irony brings a deeper and less friendly understanding.,Agnes Repplier,US essayist  (1855 - 1950),"Humor, Irony, Tolerance, Understanding"
Inspirational,,"The less their ability, the more their conceit.",Ahad HaAm,,"Ability, Conceit"
Inspirational,Love,"Love is a flame that burns in heaven, And whose soft reflections radiate to us. Two worlds are opened, two lives given to it. It is by love tht we double our being It is by love that we approach God.",Aimee Martin,,"Being, God, Heaven, Love"
Inspirational,Confidence,Confidence is the sexiest thing a woman can have. It's much sexier than any body part.,Aimee Mullins,,"Body, Confidence, Woman"
Inspirational,,"Abroad, they have covered pretty much all subjects, explored every possibility, every twist. So similarities between ideas you have and those filmed abroad are quite possible.",Ajay Devgan,Indian Actor; (4/2/1967 - ); ,"Ideas, Possibility, Pretty"
Inspirational,Encouragement,I've always felt it was not up to anyone else to make me give my best.,Akeem Olajuwon,,
Inspirational,Cowardice/Weakness,"Those who gave thee a body, furnished it with weakness but He who gave thee Soul, armed thee with resolution. Employ it, and thou art wise be wise and thou art happy.",Akhenaton,Egyptian Statesman;,"Art, Body, Resolution, Soul, Weakness"
